code;libellé;date de début de validité;date de fin de validité;25/09/2024
CE2;[BTP Guadeloupe Chef d'équipe pos. 2] ou [Bâtiment Métropole Chef d'équipe niv. IV pos. 2 coef 270] ou [Travaux Publics Métropole Chef d'équipe niv. III pos. 2 coef 165] ou [BTP Martinique Chef d'équipe éch. 2] ou [BTP La Réunion Chef d'équipe niv. III pos. 2 coef. 145];01/01/2000;
CE3;[BTP La Réunion Chef d'équipe niv. III pos. 1 coef. 159];01/01/2021;
CP1;[BTP Guadeloupe Compagnon professionnel pos. 1] ou [Bâtiment Métropole Compagnon professionnel niv. III pos. 1 coef 210] ou [BTP La Réunion Compagnon professionnel niv. III pos. 1 coef. 137];01/01/2000;
CP2;[BTP Guadeloupe Compagnon professionnel pos. 2] ou [Bâtiment Métropole Compagnon professionnel niv. III pos. 2 coef 230] ou [BTP La Réunion Compagnon professionnel niv. III pos. 2 coef. 145];01/01/2000;
CP3;[BTP La Réunion Compagnon professionnel niv. III pos. 3 coef. 159];01/01/2021;
D;[BTP Martinique ou Guyane Employé niv. D] ou [BTP Guadeloupe ETAM niv. D] ou [Bâtiment Métropole Cadre supérieur pos. D] ou [Travaux Publics Métropole Hors cadre];01/01/2000;
E;[BTP Martinique ou Guyane Technicien - Agent de maîtrise niv. E] ou [BTP Guadeloupe ETAM niv. E];01/01/2000;
EA;[Travaux Publics Métropole Employé niv. A];01/01/2000;
EB;[Travaux Publics Métropole Employé niv. B];01/01/2000;
EC;[Travaux Publics Métropole Employé niv. C];01/01/2000;
ED;[Travaux Publics Métropole Employé niv. D];01/01/2000;
ETAM;[Bâtiment Métropole ETAM] ou [Métallurgie ETAM];01/01/2000;
ETAMA;[Bâtiment Métropole ETAM niv. A] ou [BTP La Réunion ETAM niv. A coef. 300 à 380];01/01/2000;
ETAMB;[Bâtiment Métropole ETAM niv. B] ou [BTP La Réunion ETAM niv. B coef. 400 à 480];01/01/2000;
ETAMC;[Bâtiment Métropole ETAM niv. C] ou [BTP La Réunion ETAM niv. C coef. 500 à 585];01/01/2000;
ETAMD;[Bâtiment Métropole ETAM niv. D] ou [BTP La Réunion ETAM niv. D coef. 600 à 680];01/01/2000;
ETAME;[Bâtiment Métropole ETAM niv. E] ou [BTP La Réunion ETAM niv. E coef. 700 à 780];01/01/2000;
ETAMF;[Bâtiment Métropole ETAM niv. F] ou [BTP La Réunion ETAM niv. F coef. 800];01/01/2000;
ETAMG;[Bâtiment Métropole ETAM niv. G] ou [BTP La Réunion ETAM niv. G coef. 820 et 830];01/01/2000;
ETAMH;[Bâtiment Métropole ETAM niv. H] ou [BTP La Réunion ETAM niv. H coef. 845 et 860];01/01/2000;
F;[BTP Martinique ou Guyane Technicien - Agent de maîtrise niv. F] ou [BTP Guadeloupe ETAM niv. F];01/01/2000;
G;[Martinique ou Guyane Technicien - Agent de maîtrise niv. G] ou [BTP Guadeloupe ETAM niv. G];01/01/2000;
H;[BTP Martinique ou Guyane Technicien - Agent de maîtrise niv. H] ou [BTP Guadeloupe ETAM niv. H];01/01/2000;
IAC;[Bâtiment Métropole, Martinique, Guadeloupe ou Guyane, Métallurgie Ingénieur assimilé cadre];01/01/2000;
ING;[Bâtiment Métropole, Martinique, Guadeloupe ou Guyane, Métallurgie Ingénieur];01/01/2000;
MCE;[Travaux Publics Métropole Maître chef d'équipe niv. IV coef 180];01/01/2000;
MCE1;[BTP Guyane Maître chef d'équipe niv. IV pos. 1];01/01/2000;
MCE2;[BTP Guyane Maître chef d'équipe niv. IV pos. 2];01/01/2000;
MO;[BTP Guyane Maître ouvrier niv. IV pos. unique] ou [BTP Guadeloupe Maître ouvrier] ou [Travaux Publics Métropole Maître ouvrier niv. IV coef 180];01/01/2000;
MO1;[BTP La Réunion Maître ouvrier niv. IV pos. 1 coef. 173] ou [Bâtiment Métropole Maître ouvrier niv. IV pos. 1 coef 250];01/01/2000;
MO2;[BTP La Réunion Maître ouvrier niv. IV pos. 2 coef. 187] ou [Bâtiment Métropole Maître ouvrier niv. IV pos. 2 coef 270];01/01/2000;
MO3;[BTP La Réunion Maître ouvrier niv. IV pos. 3 coef. 201];01/01/2021;
MOP;[BTP Martinique Maître ouvrier polyvalent];01/01/2000;
OC;[BTP Guyane Ouvrier compagnon niv. III pos. unique];01/01/2000;
OC1;[Travaux Publics Métropole Ouvrier compagnon niv. III pos. 1 coef 150];01/01/2000;
OC2;[Travaux Publics Métropole Ouvrier compagnon niv. III pos. 2 coef 165];01/01/2000;
OE1;[BTP Guyane Ouvrier d'exécution niv. I pos. 1] ou [BTP Guadeloupe Ouvrier d'exécution pos. 1] ou [BTP La Réunion Ouvrier d'exécution niv. I pos. 1 coef. 102] ou [Bâtiment Métropole Ouvrier d'exécution niv. I pos. 1 coef 150] ou [Travaux Publics Métropole Ouvrier d'exécution niv. I pos. 1 coef 100];01/01/2000;
OE2;[BTP Guyane Ouvrier d'exécution niv. I pos. 2] ou [BTP Guadeloupe Ouvrier d'exécution pos. 2] ou [BTP La Réunion Ouvrier d'exécution niv. I pos. 2 coef. 103] ou [Bâtiment Métropole Ouvrier d'exécution niv. I pos. 2 coef 170] ou [Travaux Publics Métropole Ouvrier d'exécution niv. I pos. 2 coef 110];01/01/2000;
OHQ;[BTP Martinique Ouvrier hautement qualifié];01/01/2000;
OM;[BTP Martinique Ouvrier manoeuvre];01/01/2000;
OP;[Bâtiment Métropole Ouvrier professionnel niv. II coef 185];01/01/2000;
OP1;[BTP Guadeloupe Ouvrier professionnel pos. 1] ou [BTP Guyane Ouvrier professionnel niv. II pos. 1] ou [Travaux Publics Métropole Ouvrier professionnel niv. II pos. 1 coef 125] ou [BTP La Réunion Ouvrier professionnel niv. II coef. 105];01/01/2000;
OP2;[BTP Guadeloupe Ouvrier professionnel pos. 2] ou [BTP Guyane Ouvrier professionnel niv. II pos. 2] ou [Travaux Publics Métropole Ouvrier professionnel niv. II pos. 2 coef 140] ou [BTP La Réunion Ouvrier professionnel niv. II coef. 112];01/01/2000;
OP3;[BTP La Réunion Ouvrier professionnel niv. II coef. 118];01/01/2021;
OP4;[BTP La Réunion Ouvrier professionnel niv. II coef. 126];01/01/2021;
OQ1;[BTP Martinique Ouvrier qualifié éch. 1];01/01/2000;
OQ2;[BTP Martinique Ouvrier qualifié éch. 2];01/01/2000;
OQ3;[BTP Martinique Ouvrier qualifié éch. 3];01/01/2000;
OS2;[BTP Martinique Ouvrier spécialisé éch. 2];01/01/2000;
OS3;[BTP Martinique Ouvrier spécialisé éch. 3];01/01/2000;
TE;[Travaux Publics Métropole Technicien - Agent de maîtrise niv. E];01/01/2000;
TF;[Travaux Publics Métropole Technicien - Agent de maîtrise niv. F];01/01/2000;
TG;[Travaux Publics Métropole Technicien - Agent de maîtrise niv. G];01/01/2000;
TH;[Travaux Publics Métropole Technicien - Agent de maîtrise niv. H];01/01/2000;
O1;[Métallurgie Ouvrier niveau I échelon 1];01/01/2000;
O2;[Métallurgie Ouvrier niveau I échelon 2];01/01/2000;
O3;[Métallurgie Ouvrier niveau I échelon 3];01/01/2000;
P1;[Métallurgie Ouvrier niveau II échelon 1];01/01/2000;
P2;[Métallurgie Ouvrier niveau II échelon 3];01/01/2000;
P3;[Métallurgie Ouvrier niveau III échelon 1];01/01/2000;
T1;[Métallurgie Ouvrier niveau III échelon 3];01/01/2000;
T2;[Métallurgie Ouvrier niveau IV échelon 1];01/01/2000;
T3;[Métallurgie Ouvrier niveau IV échelon 2];01/01/2000;
T4;[Métallurgie Ouvrier niveau IV échelon 3];01/01/2000;
AM1;[Métallurgie Agent de maît. Niv. III Ech. 1];01/01/2000;
AM2;[Métallurgie Agent de maît. Niv. III Ech. 3];01/01/2000;
AM3;[Métallurgie Agent de maît. Niv. VI Ech. 1];01/01/2000;
AM4;[Métallurgie Agent de maît. Niv. VI Ech. 3];01/01/2000;
AM5;[Métallurgie Agent de maît. Niv. V Ech. 1];01/01/2000;
AM6;[Métallurgie Agent de maît. Niv. V Ech. 2];01/01/2000;
AM7;[Métallurgie Agent de maît. Niv. V Ech. 3];01/01/2000;
EBT;[Métallurgie ETAM hors TP];01/01/2000;
1;[Métallurgie ETAM];01/01/2000;
2;[Métallurgie ETAM];01/01/2000;
3;[Métallurgie ETAM];01/01/2000;
4;[Métallurgie ETAM];01/01/2000;
5;[Métallurgie ETAM];01/01/2000;
6;[Métallurgie ETAM];01/01/2000;
CC;[Métallurgie Chef de chantier];01/01/2000;
M1;[Métallurgie Cadre position I];01/01/2000;
M2;[Métallurgie Cadre position II];01/01/2000;
M3A;[Métallurgie Cadre position III A];01/01/2000;
M3B;[Métallurgie Cadre position III B];01/01/2000;
M3C;[Métallurgie Cadre position III C];01/01/2000;
CBT;[Métallurgie Cadre hors TP];01/01/2000;
MHP;[Métallurgie Hors cadre];01/01/2000;
OPAY;[Paysagiste Ouvrier paysagiste];01/01/2000;
EPAY;[Paysagiste ETAM paysagiste];01/01/2000;
CPAY;[Paysagiste Cadre paysagiste];01/01/2000;
