code;libellé;date de début de validité;date de fin de validité;20/02/2025
DGPRS1;COLONNA FACILITY;01/01/2000;
DGRNA1;GIE GROUPE NATION;01/01/2000;
DGSPV1;SPVIE;01/01/2000;
DHEL01;HELIUM;01/01/2000;
DHEMP1;HEMOS PREVOYANCE;01/07/2021;
DHEMS1;HEMOS SANTE;01/01/2000;
DIGAG1;IGA GESTION;01/01/2000;
DIGES1;iGestion;01/01/2000;
DIOT01;DIOT;01/01/2000;
DJPCL1;COLONNA BROKER;01/01/2000;
DKARB1;KARIBU GESTION;01/01/2023;
DKNOO1;EKONOO;01/10/2020;
DLEGU1;LEGUAY ASSURANCES;01/01/2000;
DLOUN1;SIDECARE;01/04/2023;
DLSN01;LSN ASSURANCES;01/01/2000;
DMER01;MERCER SAS;01/01/2000;
DMERC2;MERCER CONSULTING;01/01/2000;
DMOBS1;MSH INTERNATIONAL - MOBILITY SAINT HONORE;01/01/2000;
DMSA11;MSA GRAND SUD;01/01/2000;
DMSA12;MSA MIDI PYRENEES NORD;01/01/2000;
DMSA13;MSA PROVENCE-AZUR;01/01/2000;
DMSA14;MSA COTES NORMANDES;01/01/2000;
DMSA17;MSA CHARENTES;01/01/2000;
DMSA20;MSA DE LA CORSE;01/01/2000;
DMSA21;MSA DE BOURGOGNE;01/01/2000;
DMSA22;MSA ARMORIQUE;01/01/2000;
DMSA24;MSA DORDOGNE-LOT ET GARONNE;01/01/2000;
DMSA25;MSA FRANCHE COMTE;01/01/2000;
DMSA26;MSA ARDECHE-DROME-LOIRE;01/01/2000;
DMSA27;MSA HAUTE NORMANDIE;01/01/2000;
DMSA28;MSA BEAUCE-COEUR DE LOIRE;01/01/2000;
DMSA32;MSA MIDI PYRENEES SUD;01/01/2000;
DMSA33;MSA GIRONDE;01/01/2000;
DMSA35;MSA PORTES DE BRETAGNE;01/01/2000;
DMSA41;MSA BERRY-TOURAINE;01/01/2000;
DMSA48;MSA LANGUEDOC;01/01/2000;
DMSA49;MSA MAINE ET LOIRE;01/01/2000;
DMSA51;MSA MARNE-ARDENNES-MEUSE;01/01/2000;
DMSA52;MSA SUD CHAMPAGNE;01/01/2000;
DMSA54;MSA LORRAINE;01/01/2000;
DMSA59;MSA NORD-PAS DE CALAIS;01/01/2000;
DMSA63;MSA AUVERGNE;01/01/2000;
DMSA64;MSA SUD AQUITAINE;01/01/2000;
DMSA68;MSA ALSACE;01/01/2000;
DMSA69;MSA AIN-RHONE;01/01/2000;
DMSA72;MSA MAYENNE-ORNE-SARTHE;01/01/2000;
DMSA73;MSA ALPES DU NORD;01/01/2000;
DMSA75;MSA ILE DE FRANCE;01/01/2000;
DMSA77;MSA SAINT-BARTHELEMY;01/01/2000;
DMSA80;MSA PICARDIE;01/01/2000;
DMSA84;MSA ALPES-VAUCLUSE;01/01/2000;
DMSA85;MSA LOIRE ATLANTIQUE-VENDEE;01/01/2000;
DMSA86;MSA SEVRES-VIENNE;01/01/2000;
DMSA87;MSA LIMOUSIN;01/01/2000;
DOCSO1;OCSO;01/01/2000;
DOWLI1;OWLIANCE;01/01/2000;
DPACK1;PACK SOLUTIONS;01/01/2000;
DPESE1;HOLDING PESENTI;01/01/2000;
DPREM1;PREMAVALS;01/01/2000;
DPREV1;VYV CONSEIL;01/01/2000;
DPRIM1;PRIMA;01/12/2022;
DPSAN1;PLAN SANTE;01/01/2000;
DRFR01;BPSA - RESSOURCES FRANCE;01/01/2000;
DROE01;ROEDERER;01/01/2000;
DSAFG1;SAFIAG & ODASS - OVONEO;01/01/2000;
DSFPR1;SFP - SOCIETE FRANCAISE DE PREVENTION;01/01/2000;
DSGS01;SG SANTE;01/01/2000;
DSIGM1;SIGMAGE;01/10/2020;
DSIM02;SIMAX;01/01/2000;
DSMAT1;SMATIS INNOVATION;01/01/2000;
DSOFX1;SOFAXIS;01/01/2000;
DSPAF1;GROUPE SPAF;01/01/2000;
DSPOR1;SPORTPRO ASSURANCE;01/01/2000;
DSSH01;SIACI SAINT HONORE;01/01/2000;
DSUIS1;SUISSCOURTAGE;01/02/2021;
DUSPR1;UNI SANTE PREVOYANCE;01/01/2000;
DVER01;VERLINGUE;01/01/2000;
DVERS1;VERSPIEREN;01/01/2000;
DVIVE1;VIVENS;01/01/2000;
DZ2110;OPERATEUR TECHNIQUE DSN;01/01/2000;
DZ2111;OPERATEUR TECHNIQUE DSN;01/01/2000;
DZ2112;OPERATEUR TECHNIQUE DSN;01/01/2000;
DZ2113;OPERATEUR TECHNIQUE DSN;01/01/2000;
DZ2114;OPERATEUR TECHNIQUE DSN;01/01/2000;
DZ2115;OPERATEUR TECHNIQUE DSN;01/10/2020;
DZ2116;OPERATEUR TECHNIQUE DSN;01/01/2023;
GALAN1;ALAN DELEGATAIRE;01/03/2019;
GAMUN1;AMUNDI DELEGATION ASSUREUR;01/06/2021;
GB2VP1;A2VIP (B2V Prevoyance);01/01/2000;
GCNPA1;CNP DELEGATION;01/01/2000;
GEOVM1;EOVI MCD MUTUELLE;01/01/2000;
GHARM1;HARMONIE MUTUELLE;01/01/2000;
GHARP1;HARMONIE FONCTION PUBLIQUE;01/01/2000;
GHUMA1;HUMANIS ASSURANCES DELEGATAIRE;03/09/2018;
GMGAD1;CNP PS DELEGATION;01/09/2024;
GMNSF1;MUTUELLE NATIONALE DES SAPEURS-POMPIERS DE FRANCE;01/10/2021;
GMSOL1;LES MUTUELLES DU SOLEIL;01/01/2000;
GMUAS1;MUTUALIA ALLIANCE SANTE;01/07/2024;
GMUTA1;MUTA SANTE;01/01/2000;
GP0675;IPSEC;01/01/2000;
GP0930;APGIS;01/01/2000;
GP1030;HUMANIS PREVOYANCE;01/01/2000;
GP1031;APICIL PREVOYANCE;01/01/2000;
GPAVP1;PAVILLON PREVOYANCE;01/01/2000;
GSMNP1;SOCIETE MUTUALISTE INTERPROFESSIONNELLE;01/01/2000;
