code;libellé;date de début de validité;date de fin de validité;20/02/2025
DGPAC1;WILLIS TOWERS WATSON (ex-GRAS SAVOYE);22/12/2014;
DGPRS1;COLONNA FACILITY;03/03/2015;
DGSPV1;SPVIE;24/01/2017;
DHEL01;HELIUM;22/12/2014;
DHEMP1;HEMOS PREVOYANCE;01/10/2021;
DHEMS1;HEMOS SANTE;06/03/2015;
DIGAG1;IGA GESTION;10/11/2016;
DIGES1;iGestion;27/04/2015;
DIOT01;DIOT;22/12/2014;
DJPCL1;COLONNA BROKER;03/02/2015;
DLSN01;LSN ASSURANCES;22/12/2014;
DMALM1;MALMASSON COURTAGE;20/01/2016;
DMER01;MERCER SAS;05/12/2014;
DMERC2;MERCER CONSULTING;01/09/2017;
DMOBS1;MSH INTERNATIONAL - MOBILITY SAINT HONORE;26/05/2015;
DMSA11;MSA GRAND SUD;07/03/2014;
DMSA12;MSA MIDI PYRENEES NORD;07/03/2014;
DMSA13;MSA PROVENCE-AZUR;07/03/2014;
DMSA14;MSA COTES NORMANDES;07/03/2014;
DMSA17;MSA CHARENTES;07/03/2014;
DMSA20;MSA DE LA CORSE;07/03/2014;
DMSA21;MSA DE BOURGOGNE;07/03/2014;
DMSA22;MSA ARMORIQUE;07/03/2014;
DMSA24;MSA DORDOGNE-LOT ET GARONNE;07/03/2014;
DMSA25;MSA FRANCHE COMTE;07/03/2014;
DMSA26;MSA ARDECHE-DROME-LOIRE;07/03/2014;
DMSA27;MSA HAUTE NORMANDIE;07/03/2014;
DMSA28;MSA BEAUCE-COEUR DE LOIRE;07/03/2014;
DMSA32;MSA MIDI PYRENEES SUD;07/03/2014;
DMSA33;MSA GIRONDE;07/03/2014;
DMSA35;MSA PORTES DE BRETAGNE;07/03/2014;
DMSA41;MSA BERRY-TOURAINE;07/03/2014;
DMSA48;MSA LANGUEDOC;07/03/2014;
DMSA49;MSA MAINE ET LOIRE;07/03/2014;
DMSA51;MSA MARNE-ARDENNES-MEUSE;07/03/2014;
DMSA52;MSA SUD CHAMPAGNE;07/03/2014;
DMSA54;MSA LORRAINE;07/03/2014;
DMSA59;MSA NORD-PAS DE CALAIS;07/03/2014;
DMSA63;MSA AUVERGNE;07/03/2014;
DMSA64;MSA SUD AQUITAINE;07/03/2014;
DMSA68;MSA ALSACE;07/03/2014;
DMSA69;MSA AIN-RHONE;07/03/2014;
DMSA72;MSA MAYENNE-ORNE-SARTHE;07/03/2014;
DMSA73;MSA ALPES DU NORD;07/03/2014;
DMSA75;MSA ILE DE FRANCE;07/03/2014;
DMSA77;MSA SAINT-BARTHELEMY;07/03/2014;
DMSA80;MSA PICARDIE;07/03/2014;
DMSA84;MSA ALPES-VAUCLUSE;07/03/2014;
DMSA85;MSA LOIRE ATLANTIQUE-VENDEE;07/03/2014;
DMSA86;MSA SEVRES-VIENNE;07/03/2014;
DMSA87;MSA LIMOUSIN;07/03/2014;
DOWLI1;OWLIANCE;22/12/2014;
DPREV1;VYV CONSEIL;22/12/2014;
DPRIM1;PRIMA;16/11/2018;
DPSAN1;PLAN SANTE;27/04/2015;
DRFR01;BPSA - RESSOURCES FRANCE;22/12/2014;
DROE01;ROEDERER;22/12/2014;
DSAFG1;SAFIAG & ODASS - OVONEO;03/02/2015;
DSFPR1;SFP - SOCIETE FRANCAISE DE PREVENTION;26/05/2015;
DSGS01;SG SANTE;22/12/2014;
DSIGM1;SIGMAGE;01/09/2021;
DSIM02;SIMAX;22/10/2014;
DSMAT1;SMATIS INNOVATION;20/11/2016;
DSPAF1;GROUPE SPAF;28/09/2018;
DSSH01;SIACI SAINT HONORE;22/12/2014;
DSUIS1;SUISSCOURTAGE;01/01/2022;
DTHEOR;THEOREME;22/12/2014;
DUSPR1;UNI SANTE PREVOYANCE;20/11/2016;
DVER01;VERLINGUE;22/12/2014;
DVERS1;VERSPIEREN;22/12/2014;
GAMUN1;AMUNDI DELEGATION ASSUREUR;01/06/2021;
GB2VP1;A2VIP (B2V Prevoyance);26/05/2015;
GCARD1;CARDIF;20/07/2016;
GCCMM1;CCMO MUTUELLE;01/01/2021;
GFMPA1;FEDERATION MUTUALISTE INTERDEPARTEMENTALE DE LA REGION PARIENNE (FMP);03/02/2015;
GHARM1;HARMONIE MUTUELLE;27/04/2015;
GHUMA1;HUMANIS ASSURANCES DELEGATAIRE;03/07/2017;
GKLMU1;KLESIA MUTUELLE;22/07/2015;
GLMVE1;LA MUTUELLE VERTE;06/03/2015;
GMBAM1;MBA MUTUELLE;05/01/2018;
GMBTP1;MUTUELLE DU BATIMENT ET DES TRAVAUX PUBLICS DU SUD EST;04/02/2019;
GMFPR1;MUTUELLE DE FRANCE PREVOYANCE;22/07/2015;
GMGCH1;MUTUELLE GENERALE DES CHEMINOTS;28/04/2017;
GMSOL1;LES MUTUELLES DU SOLEIL;27/04/2015;
GMUFA1;MUTUELLE FAMILIALE;07/08/2019;
GMUTA1;MUTA SANTE;09/08/2018;
GMUTX1;MUTEX;26/05/2015;
GP0012;MALAKOFF MEDERIC PREVOYANCE (ex MEDERIC Prévoyance et URRPIMMEC);26/11/2015;
GP0675;IPSEC;03/02/2015;
GP0914;BTP Prevoyance;01/10/2022;
GP0921;CIPREV;20/10/2015;
GP0930;APGIS;22/12/2014;
GP0942;AG2R PREVOYANCE;06/03/2015;
GP0947;UNIPREVOYANCE;26/11/2015;
GP0954;IPRIAC;26/11/2015;
GP0959;KLESIA PREVOYANCE (ex IPGM);26/11/2015;
GP0971;CARCEPT PREVOYANCE;26/11/2015;
GP0979;IPECA PREVOYANCE;26/11/2015;
GP0983;AUDIENS PREVOYANCE;26/11/2015;
GP1020;CAISSE REUNIONNAISE DE PREVOYANCE (CRP);20/11/2016;
GP1030;HUMANIS PREVOYANCE;22/12/2014;
GP1031;APICIL PREVOYANCE;26/05/2015;
GP1035;CCPMA PREVOYANCE;01/01/2025;
GP2001;MIEL GROUPE MALAKOFF HUMANIS;01/01/2020;
GP2002;SMATIS MUTUELLE;01/01/2025;
GRADE1;GRAND EST MUTUELLE;22/07/2015;
GSMNP1;SOCIETE MUTUALISTE INTERPROFESSIONNELLE;06/03/2015;
GUMSL1;UNION MUTUALITE SOLIDARITE;22/07/2015;
