code;libellé;date de début de validité;date de fin de validité;20/02/2025
AGGRRA;GROUPAMA RHONES-ALPES AUVERGNE;01/01/2000;
AGGRVI;GROUPAMA VIE;01/01/2000;
AGGUNM;REUNIMA;01/01/2000;
AGSMC1;MUTUELLE GSMC;01/11/2021;
AHDIG1;HDI GLOBAL;01/01/2023;
AHUMA1;QUATREM (EX MHA);01/01/2000;
AIGEU1;AIG EUROPE;01/01/2000;
ALASA1;LA SAUVEGARDE;01/01/2000;
ALASF1;LA SECURITE FAMILIALE;01/01/2000;
ALAUV1;LAUXILIAIRE VIE;01/10/2024;
ALAUX1;LAUXILIAIRE;01/10/2024;
ALEGA1;APICIL EPARGNE RETRAITE;01/03/2023;
ALIBE1;LIBEA;01/01/2000;
ALMON1;AG2R LA MONDIALE;01/01/2000;
ALMRS1;LA MONDIALE RETRAITE SUPPLEMENTAIRE;01/09/2022;
ALOUR1;LOURMEL SOLUTIONS ASSURANCES;01/07/2021;
AMAAF1;MAAF;01/01/2000;
AMACS1;MUTUELLE D'ASSURANCES DU CORPS DE SANTE FRANCAIS;01/01/2000;
AMADP1;MADP ASSURANCES;01/01/2000;
AMALP8;MUTUALP;01/05/2024;
AMAPA1;MAPA ASSURANCES;01/01/2000;
AMDPA1;AMDPA - MUTUELLE DE POITIERS ASSURANCES;01/01/2000;
AMFPR1;MFPREVOYANCE;01/01/2000;
AMGAS1;CNP ASSURANCES PROTECTION SOCIALE;01/12/2023;
AMGD10;MUTUELLE GENERALE DE LA DISTRIBUTION;01/02/2020;
AMILT1;MILTIS;01/01/2023;
AMMAS1;MMA;01/01/2000;
AMSOL1;MUTUELLES DU SOLEIL;01/10/2021;
AMSTM1;MUTUELLE SAINT MARTIN;01/09/2018;
AMTRL1;MTRL;01/01/2000;
ANTAR1;ANTARIUS;01/01/2000;
AOCRP1;OCIRP VIE;01/02/2022;
AORAD1;ORADEA VIE;01/01/2000;
APACF1;PACIFICA;01/01/2000;
APARM1;MAIF VIE;01/07/2019;
APERP1;PROBTP ERP (EPARGNE RETRAITE PREVOYANCE];01/01/2000;
APOST1;LA BANQUE POSTALE;01/01/2000;
APRED1;PREDICA;01/01/2000;
APREP1;PREPAR IARD;01/01/2000;
APREV1;MUTUELLE PREVIFRANCE;01/12/2018;
APRIM1;PRIMA SANTE PREV;01/12/2022;
APRUD1;PRUDENCE CREOLE;01/01/2000;
APVIE1;PREVOIR VIE;01/12/2022;
AREAS1;AREAS DOMMAGES;01/01/2000;
AREEX1;R2E-RETRAITE EPARGNE EXPERTISE;01/01/2000;
ARIAL1;ARIAL;01/01/2000;
ASAMB1;INIZ MUTUELLE;01/01/2000;
ASERE1;SERENIS ASSURANCES;01/01/2000;
ASEYN1;SEYNA;01/02/2024;
ASGCA1;SOGECAP;01/01/2000;
ASHAM1;SHAM;01/01/2000;
ASMAB1;SMA BTP;01/01/2000;
ASMAV1;SMA VIE;01/01/2000;
ASSMC1;ASSURANCES MUTUELLES LE CONSERVATEUR;01/01/2000;
ASTCH1;SAINT-CHRISTOPHE PREVOYANCE;01/01/2000;
ASWI01;SWISSLIFE;01/01/2000;
ATHEL1;THELEM ASSURANCES;01/01/2000;
ATOKM1;TOKIO MARINE;01/01/2000;
AUMGM1;MUTUALIA;01/07/2019;
AVIVA1;AVIVA ASSURANCES;01/01/2000;
AVIVA2;AVIVA VIE;01/01/2000;
AVIVA3;ARP-AVIVA RETRAITE PROFESSIONNELLE;03/12/2018;
AWELC1;WELCARE;01/01/2000;
AXA001;AXA ENTREPRISES;01/01/2000;
AXERP1;AXERIA PREVOYANCE;01/01/2000;
AZ0001;ALLIANZ;01/01/2000;
AZRET1;ALLIANZ RETRAITE;01/06/2020;
