code;libellé;date de début de validité;date de fin de validité;25/09/2024
1822;Technicien de laboratoire médical cadre de santé paramédical;29/12/2012;
1823;Manipulateur d'électroradiologie médicale cadre de santé paramédical;29/12/2012;
1901;Infirmier cadre de santé hors classe de catégorie sédentaire;01/10/2021;
1902;Infirmier de bloc opératoire cadre de santé hors-classe de catégorie sédentaire;01/10/2021;
1903;Infirmier anesthésiste cadre de santé hors-classe de catégorie sédentaire;01/10/2021;
1904;Puéricultrice cadre de santé hors-classe de catégorie sédentaire;01/10/2021;
1911;Pédicure-podologue cadre de santé hors-classe de catégorie sédentaire;01/10/2021;
1912;Masseur-kinésithérapeute cadre de santé hors-classe de catégorie sédentaire;01/10/2021;
1913;Ergothérapeute cadre de santé hors-classe de catégorie sédentaire;01/10/2021;
1914;Psychomotricien cadre de santé hors-classe de catégorie sédentaire;01/10/2021;
1915;Orthophoniste cadre de santé hors-classe de catégorie sédentaire;01/10/2021;
1916;Orthoptiste cadre de santé hors-classe de catégorie sédentaire;01/10/2021;
1917;Diététicien cadre de santé hors-classe de catégorie sédentaire;01/10/2021;
1921;Préparateur en pharmacie hospitalière cadre de santé hors-classe de catégorie sédentaire;01/10/2021;
1922;Technicien de laboratoire cadre de santé hors-classe de catégorie sédentaire;01/10/2021;
1923;Manipulateur d'électroradiologie médicale cadre de santé hors-classe de catégorie sédentaire;01/10/2021;
1941;Infirmier cadre de santé hors-classe de catégorie sédentaire, moniteur;01/10/2021;
1942;Infirmier de bloc opératoire cadre de santé hors-classe de catégorie sédentaire, moniteur;01/10/2021;
1943;Infirmier anesthésiste cadre de santé hors-classe de catégorie sédentaire, moniteur;01/10/2021;
1944;Puéricultrice cadre de santé hors-classe de catégorie sédentaire, monitrice;01/10/2021;
1951;Pédicure-podologue cadre de santé hors-classe de catégorie sédentaire, moniteur;01/10/2021;
1952;Masseur-kinésithérapeute cadre de santé hors-classe de catégorie sédentaire, moniteur;01/10/2021;
1953;Ergothérapeute cadre de santé hors-classe de catégorie sédentaire, moniteur;01/10/2021;
1954;Psychomotricien cadre de santé hors-classe de catégorie sédentaire, moniteur;01/10/2021;
1955;Orthophoniste cadre de santé hors-classe de catégorie sédentaire, moniteur;01/10/2021;
1956;Orthoptiste cadre de santé hors-classe de catégorie sédentaire, moniteur;01/10/2021;
1957;Diététicien cadre de santé hors-classe de catégorie sédentaire, moniteur;01/10/2021;
1961;Préparateur en pharmacie hospitalière cadre de santé hors-classe de catégorie sédentaire, moniteur;01/10/2021;
1962;Technicien de laboratoire cadre de santé hors-classe de catégorie sédentaire, moniteur;01/10/2021;
1963;Manipulateur d'électroradiologie médicale cadre de santé hors-classe de catégorie sédentaire, moniteur;01/10/2021;
2001;Infirmier cadre supérieur de santé;01/01/2002;29/12/2012
2002;Infirmier de bloc opératoire cadre supérieur de santé;01/01/2002;29/12/2012
2003;Infirmier anesthésiste cadre supérieur de santé;01/01/2002;29/12/2012
2004;Puéricultrice cadre supérieur de santé;01/01/2002;29/12/2012
2011;Pédicure-podologue cadre supérieur de santé;01/01/2002;29/12/2012
2012;Masseur-kinésithérapeute cadre supérieur de santé;01/01/2002;29/12/2012
2013;Ergothérapeute cadre supérieur de santé;01/01/2002;29/12/2012
2014;Psychomotricien cadre supérieur de santé;01/01/2002;29/12/2012
2015;Orthophoniste cadre supérieur de santé;01/01/2002;29/12/2012
2016;Orthoptiste cadre supérieur de santé;01/01/2002;29/12/2012
2017;Diététicien cadre supérieur de santé;01/01/2002;29/12/2012
2021;Préparateur en pharmacie hospitalière cadre supérieur de santé;01/01/2002;29/12/2012
2022;Technicien de laboratoire cadre supérieur de santé;01/01/2002;29/12/2012
2023;Manipulateur d'électroradiologie médicale cadre supérieur de santé;01/01/2002;29/12/2012
2041;Infirmier cadre supérieur de santé, moniteur;01/01/2002;29/12/2012
2042;Infirmier de bloc opératoire cadre supérieur de santé, moniteur;01/01/2002;29/12/2012
2043;Infirmier anesthésiste cadre supérieur de la santé, moniteur;01/01/2002;29/12/2012
2044;Puéricultrice cadre supérieur de la santé, monitrice;01/01/2002;29/12/2012
2051;Pédicure-podologue, cadre supérieur de santé, moniteur;01/01/2002;29/12/2012
2052;Masseur-kinésithérapeute cadre supérieur de santé, moniteur;01/01/2002;29/12/2012
2053;Ergothérapeute cadre supérieur de santé, moniteur;01/01/2002;29/12/2012
2054;Psychomotricien cadre supérieur de santé, moniteur;01/01/2002;29/12/2012
2055;Orthophoniste cadre supérieur de santé, moniteur;01/01/2002;29/12/2012
2056;Orthoptiste cadre supérieur de santé, moniteur;01/01/2002;29/12/2012
2057;Diététicien cadre supérieur de santé, moniteur;01/01/2002;29/12/2012
2061;Préparateur en pharmacie hospitalière cadre supérieur de santé, moniteur;01/01/2002;29/12/2012
2062;Technicien de laboratoire cadre supérieur de santé, moniteur;01/01/2002;29/12/2012
2063;Manipulateur d'électroradiologie cadre supérieur de santé, moniteur;01/01/2002;29/12/2012
2137;Directrice d'école préparant au diplôme d'état de sage-femme;01/01/2002;27/12/2014
2138;Directrice d'école préparant au certificat cadre sage-femme;01/01/2002;27/12/2014
2154;Grade 1 ISGS Infirmier en soins généraux (DE);01/12/2010;
2155;Grade 1 ISGS Infirmier en soins généraux (Psychiatrique);01/12/2010;
2164;Grade 2 ISGS Infirmier en soins généraux (DE);01/12/2010;
2165;Grade 2 ISGS Infirmier en soins généraux (Psychiatrique);01/12/2010;
2176;Grade de classe normale des auxiliaires médicaux exerçant en pratique avancée de cat. A;01/04/2020;
2177;Grade de classe supérieure des auxiliaires médicaux exerçant en pratique avancée de cat. A;01/04/2020;
2212;Sage-femme cadre supérieur;01/01/2002;27/12/2014
2217;Sage-femme cadre supérieur, monitrice d'école de cadres;01/01/2002;27/12/2014
2221;Sage-femme des hôpitaux du premier grade;27/12/2014;
2223;Sage-femme des hôpitaux du second grade;27/12/2014;
2224;Sage-femme des hôpitaux du second grade, directrice de structure de formation;27/12/2014;
2228;Coordonnateur en maïeutique, assistant responsable d'un pôle obstétrique;27/12/2014;27/12/2014
2229;Coordonnateur en maïeutique;27/12/2014;
2233;Coordonnateur en maïeutique, directeur de structure de formation;27/12/2014;
2253;Préparateur en pharmacie hospitalière de classe normale;30/06/2011;26/01/2022
2254;Préparateur en pharmacie hospitalière de classe supérieure;30/06/2011;26/02/2022
2257;Préparateur en pharmacie hospitalière de classe normale;01/01/2002;30/06/2011
2258;Préparateur en pharmacie hospitalière de classe supérieure;01/01/2002;30/06/2011
2319;Sage-femme cadre;01/01/2002;27/12/2014
2334;Sage-femme de classe normale;01/01/2002;27/12/2014
2335;Sage-femme de classe supérieure;01/01/2002;27/12/2014
2336;Sage-femme cadre, monitrice d'école sf;01/01/2002;27/12/2014
2403;Technicien de laboratoire médical de classe normale;30/06/2011;26/01/2022
2404;Manipulateur d'électroradiologie médicale de classe normale (cadre d'extinction);30/06/2011;01/09/2017
2430;Infirmier anesthésiste d.e. de classe normale;01/01/2002;01/07/2012
2432;Infirmier d.e. de classe normale (cadre d'extinction);01/01/2002;01/12/2010
2437;Infirmier psychiatrique de classe normale (cadre d'extinction);01/01/2002;01/12/2010
2440;Puéricultrice d.e. de classe normale;01/01/2002;01/07/2012
2450;Pédicure-podologue de classe normale;01/01/2002;30/06/2011
2452;Masseur-kinésithérapeute de classe normale;01/01/2002;30/06/2011
2453;Ergothérapeute de classe normale;01/01/2002;30/06/2011
2454;Psychomotricien de classe normale;01/01/2002;30/06/2011
2455;Orthophoniste de classe normale;01/01/2002;30/06/2011
2456;Orthoptiste de classe normale;01/01/2002;30/06/2011
2457;Diététicien de classe normale;01/01/2002;30/06/2011
2458;Technicien de laboratoire de classe normale;01/01/2002;30/06/2011
2459;Manipulateur d'électroradiologie médicale de classe normale;01/01/2002;30/06/2011
2460;Infirmier de bloc opératoire de classe normale;01/01/2002;01/07/2012
2601;Cadre socio-éducatif;29/03/1993;14/05/2007
2602;Cadre socio-éducatif;14/05/2007;01/02/2019
2603;Cadre supérieur socio-éducatif;14/05/2007;01/02/2019
2604;Assistant socio-éducatif - éducateur spécialisé de classe normale du premier grade;01/02/2019;
2605;Assistant socio-éducatif - assistant de service social de classe normale du premier grade;01/02/2019;
2606;Cadre socio-éducatif;01/02/2019;
2607;Cadre supérieur socio-éducatif;01/02/2019;
2608;Cadre socio-éducatif de classe exceptionnelle;01/02/2019;
2611;Assistant socio-éducatif - éducateur spécialisé;01/01/1993;07/02/2014
2612;Assistant socio-éducatif - assistant de service social;01/01/1993;07/02/2014
2613;Assistant socio-éducatif - éducateur spécialisé;07/02/2014;01/02/2019
2614;Assistant socio-éducatif - assistant de service social;07/02/2014;01/02/2019
2615;Assistant socio-éducatif principal - éducateur spécialisé;07/02/2014;01/02/2019
2616;Assistant socio-éducatif principal - assistant de service social;07/02/2014;01/02/2019
2617;Assistant socio-éducatif - éducateur spécialisé de classe supérieure du premier grade;01/02/2019;
2618;Assistant socio-éducatif - assistant de service social de classe supérieure du premier grade;01/02/2019;
2619;Assistant socio-éducatif - éducateur spécialisé du second grade;01/02/2019;
2620;Assistant socio-éducatif - assistant de service social du second grade;01/02/2019;
2621;Conseiller en économie sociale et familiale;01/01/1993;07/02/2014
2622;Conseiller en économie sociale et familiale principal;01/01/1993;07/02/2014
2623;Conseiller en économie sociale et familiale de classe normale;07/02/2014;01/02/2019
2624;Conseiller en économie sociale et familiale de classe supérieure;07/02/2014;01/02/2019
2625;Conseiller en économie sociale et familiale de classe normale du premier grade;01/02/2019;
2626;Conseiller en économie sociale et familiale de classe supérieure du premier grade;01/02/2019;
2627;Conseiller en économie sociale et familiale du second grade;01/02/2019;
2631;Animateur;01/08/1994;07/02/2014
2632;Animateur;07/02/2014;
2633;Animateur principal de 2e classe;07/02/2014;
2634;Animateur principal de 1re classe;07/02/2014;
2641;Educateur technique spécialisé;29/03/1993;08/08/2007
2642;Educateur technique spécialisé de classe normale;08/08/2007;07/02/2014
2643;Educateur technique spécialisé de classe supérieure;08/08/2007;07/02/2014
2644;Educateur technique spécialisé de classe normale;07/02/2014;01/02/2019
2645;Educateur technique spécialisé de classe supérieure;07/02/2014;01/02/2019
2646;Educateur technique spécialisé de classe normale du premier grade;01/02/2019;
2647;Educateur technique spécialisé de classe supérieure du premier grade;01/02/2019;
2648;Educateur technique spécialisé du second grade;01/02/2019;
2649;Educateur de jeunes enfants de classe normale;08/08/2007;07/02/2014
2650;Educateur de jeunes enfants de classe supérieure;08/08/2007;07/02/2014
2657;Educateur de jeunes enfants de classe normale;01/08/1997;08/08/2007
2658;Educateur de jeunes enfants de classe supérieure;01/08/1997;08/08/2007
2659;Educateur de jeunes enfants de classe exceptionnelle;01/08/1997;08/08/2007
2661;Moniteur-éducateur;01/08/1995;07/02/2014
2662;Moniteur-éducateur;07/02/2014;
2663;Moniteur-éducateur principal;07/02/2014;
2665;Moniteur d'atelier (cadre d'extinction);29/03/1993;
2670;Educateur de jeunes enfants de classe normale;07/02/2014;01/02/2019
2671;Educateur de jeunes enfants de classe supérieure;07/02/2014;01/02/2019
2672;Educateur de jeunes enfants de classe normale du premier grade;01/02/2019;
2673;Educateur de jeunes enfants de classe supérieure du premier grade;01/02/2019;
2674;Educateur de jeunes enfants du second grade;01/02/2019;
2700;Infirmier anesthésiste d.e. de classe supérieure;01/01/2002;01/07/2012
2717;Infirmier de bloc opératoire de classe supérieure;01/01/2002;01/07/2012
2719;Puéricultrice d.e. de classe supérieure;01/01/2002;01/07/2012
2724;Ergothérapeute de classe supérieure;01/01/2002;30/06/2011
2730;Orthophoniste de classe supérieure;01/01/2002;30/06/2011
2731;Psychomotricien de classe supérieure;01/01/2002;30/06/2011
2732;Masseur-kinésithérapeute de classe supérieure;01/01/2002;30/06/2011
2734;Pédicure-podologue de classe supérieure;01/01/2002;30/06/2011
2749;Manipulateur d'électroradiologie médicale de classe supérieure;01/01/2002;30/06/2011
2753;Infirmier d.e. de classe supérieure (cadre d'extinction);01/01/2002;01/12/2010
2758;Infirmier psychiatrique de classe supérieure (cadre d'extinction);01/01/2002;01/12/2010
2760;Manipulateur d'électroradiologie médicale de classe normale;01/09/2017;
2761;Technicien de laboratoire médical de classe supérieure;30/06/2011;26/01/2022
2762;Manipulateur d'électroradiologie médicale de classe supérieure (cadre d'extinction);30/06/2011;01/09/2017
2764;Manipulateur d'électroradiologie médicale de classe supérieure;01/09/2017;
2766;Orthoptiste de classe supérieure;01/01/2002;30/06/2011
2767;Diététicien de classe supérieure;01/01/2002;30/06/2011
2768;Technicien de laboratoire de classe supérieure;01/01/2002;30/06/2011
2771;Technicien de laboratoire médical de classe normale;26/01/2022;
2772;Technicien de laboratoire médical de classe supérieure;26/01/2022;
2773;Préparateur en pharmacie hospitalière de classe normale;26/01/2022;
2776;Préparateur en pharmacie hospitalière de classe supérieure;26/01/2022;
2801;Infirmier cadre de santé;01/01/2002;29/12/2012
2802;Infirmier de bloc opératoire cadre de santé;01/01/2002;29/12/2012
2803;Infirmier anesthésiste cadre de santé;01/01/2002;29/12/2012
2804;Puéricultrice cadre de santé;01/01/2002;29/12/2012
2811;Pédicure-podologue cadre de santé;01/01/2002;29/12/2012
2812;Masseur-kinésithérapeute, cadre de santé;01/01/2002;29/12/2012
2813;Ergothérapeute cadre de santé;01/01/2002;29/12/2012
2814;Psychomotricien, cadre de santé;01/01/2002;29/12/2012
2815;Orthophoniste cadre de santé;01/01/2002;29/12/2012
2816;Orthoptiste cadre de santé;01/01/2002;29/12/2012
2817;Diététicien cadre de santé;01/01/2002;29/12/2012
2821;Préparateur en pharmacie hospitalière cadre de santé;01/01/2002;29/12/2012
2822;Technicien de laboratoire cadre de santé;01/01/2002;29/12/2012
2823;Manipulateur d'électroradiologie médicale cadre de santé;01/01/2002;29/12/2012
2841;Infirmier cadre de santé, moniteur;01/01/2002;29/12/2012
2842;Infirmier de bloc opératoire cadre de santé, moniteur;01/01/2002;29/12/2012
2843;Infirmier anesthésiste cadre de santé, moniteur;01/01/2002;29/12/2012
2844;Puéricultrice cadre de santé, monitrice;01/01/2002;29/12/2012
2851;Pédicure-podologue cadre de santé, moniteur;01/01/2002;29/12/2012
2852;Masseur-kinésithérapeute cadre de santé, moniteur;01/01/2002;29/12/2012
2853;Ergothérapeute cadre de santé, moniteur;01/01/2002;29/12/2012
2854;Psychomotricien cadre de santé, moniteur;01/01/2002;29/12/2012
2855;Orthophoniste cadre de santé, moniteur;01/01/2002;29/12/2012
2856;Orthoptiste cadre de santé, moniteur;01/01/2002;29/12/2012
2857;Diététicien cadre de santé, moniteur;01/01/2002;29/12/2012
2861;Préparateur en pharmacie hospitalière cadre de santé, moniteur;01/01/2002;29/12/2012
2862;Technicien de laboratoire cadre de santé, moniteur;01/01/2002;29/12/2012
2863;Manipulateur d'électroradiologie médicale cadre de santé, moniteur;01/01/2002;29/12/2012
2911;Elève infirmier d.e. / formation professionnelle;01/01/1900;
2921;Elève éducateur spécialisé;01/01/1900;
2922;Elève aide-soignant / formation professionnelle;01/01/1900;
2925;Elève stagiaire éducateur spécialisé;01/01/1900;
2931;Elève moniteur éducateur;01/01/1900;
2940;Grade 2 ISGS Infirmier de bloc opératoire;01/07/2012;
2941;Pédicure-podologue de classe normale (cadre d'extinction);30/06/2011;01/09/2017
2942;Masseur-kinésithérapeute de classe normale (cadre d'extinction);30/06/2011;01/09/2017
2943;Ergothérapeute de classe normale (cadre d'extinction);30/06/2011;01/09/2015
2944;Psychomotricien de classe normale (cadre d'extinction);30/06/2011;01/09/2017
2945;Orthophoniste de classe normale (cadre d'extinction);30/06/2011;01/09/2017
2946;Orthoptiste de classe normale (cadre d'extinction);30/06/2011;01/09/2017
2947;Diététicien de classe normale;30/06/2011;26/01/2022
2948;Grade 3 ISGS Infirmier de bloc opératoire;01/07/2012;
2949;Ergothérapeute de classe normale;01/09/2015;
2950;Grade 2 ISGS Puéricultrice;01/07/2012;
2951;Pédicure-podologue de classe supérieure (cadre d'extinction);30/06/2011;01/09/2017
2952;Masseur-kinésithérapeute de classe supérieure (cadre d'extinction);30/06/2011;01/09/2017
2953;Ergothérapeute de classe supérieure (cadre d'extinction);30/06/2011;01/09/2015
2954;Psychomotricien de classe supérieure (cadre d'extinction);30/06/2011;01/09/2017
2955;Orthophoniste de classe supérieure (cadre d'extinction);30/06/2011;01/09/2017
2956;Orthoptiste de classe supérieure (cadre d'extinction);30/06/2011;01/09/2017
2957;Diététicien de classe supérieure;30/06/2011;26/01/2022
2958;Grade 3 ISGS Puéricultrice;01/07/2012;
2959;Ergothérapeute de classe supérieure;01/09/2015;
2960;Grade 3 ISGS Infirmier anesthésiste;01/07/2012;01/07/2017
2961;Infirmier anesthésiste Grade 1;01/07/2017;
2962;Infirmier anesthésiste Grade 2;01/07/2017;
2963;Pédicure-podologue de classe normale;01/09/2017;
2964;Orthoptiste de classe normale;01/09/2017;
2965;Grade 4 ISGS Infirmier anesthésiste;01/07/2012;01/07/2017
2966;Masseur-kinésithérapeute de classe normale;01/09/2017;
2967;Orthophoniste de classe normale;01/09/2017;
2968;Psychomotricien de classe normale;01/09/2017;
2969;Diététicien de classe normale;26/01/2022;
2973;Pédicure-podologue de classe supérieure;01/09/2017;
2974;Orthoptiste de classe supérieure;01/09/2017;
2976;Masseur-kinésithérapeute de classe supérieure;01/09/2017;
2977;Orthophoniste de classe supérieure;01/09/2017;
2978;Psychomotricien de classe supérieure;01/09/2017;
2979;Diététicien de classe supérieure;26/01/2022;
3001;Aide-soignant de classe normale e4;25/06/2007;01/01/2017
3002;Aide-soignant de classe supérieure e5;25/06/2007;01/01/2017
3003;Aide-soignant de classe exceptionnelle e6;25/06/2007;01/01/2017
3005;Auxiliaire de puériculture de classe normale e4;25/06/2007;01/01/2017
3006;Auxiliaire de puériculture de classe supérieure e5;25/06/2007;01/01/2017
3007;Auxiliaire de puériculture de classe exceptionnelle e6;25/06/2007;01/01/2017
3008;Aide médico-psychologique de classe normale e4;25/06/2007;01/01/2017
3009;Aide médico-psychologique de classe supérieure e5;25/06/2007;01/01/2017
3010;Aide médico-psychologique de classe exceptionnelle e6;25/06/2007;01/01/2017
3021;Aide-soignant;01/01/2017;01/10/2021
3022;Aide-soignant principal;01/01/2017;01/10/2021
3025;Auxiliaire de puériculture;01/01/2017;01/10/2021
3026;Auxiliaire de puériculture principal;01/01/2017;01/10/2021
3028;Aide médico-psychologique et accompagnant éducatif et social;01/01/2017;01/01/2022
3029;Aide médico-psychologique et accompagnant éducatif et social principal;01/01/2017;01/01/2022
3112;Aide préparateur en pharmacie e5 (cadre d'extinction);01/01/1989;01/01/2017
3114;Aide technique de laboratoire e5 (cadre d'extinction);01/01/1989;01/01/2017
3115;Aide technique d'électroradiologie e5 (cadre d'extinction);31/10/2001;01/01/2017
3121;Aide-soignant de classe normale e3;01/01/1999;
3122;Aide-soignant de classe supérieure e4;01/01/1999;
3123;Aide-soignant de classe exceptionnelle e5;01/01/1999;
3125;Auxiliaire de puériculture de classe normale e3;01/01/1999;
3126;Auxiliaire de puériculture de classe supérieure e4;01/01/1999;
